Alter_Besucher,Einkommen_Besucher,Geschlecht_Besucher,Zeit_Besucher,KundeNr,Alter_Kunden,Einkommen_Kunden,Preis,Geschlecht_Kunden,Zeit_Kunden,Niederlassung
,,,,K0955,62.0,79399.0,125617.3,weiblich,56.0,Baden-Württemberg
,,,,K0646,54.0,64748.0,104496.28,männlich,47.0,Bayern
,,,,K1008,62.0,57795.0,85730.62,weiblich,38.0,Niedersachsen
,,,,K0557,35.0,59218.0,89824.77,weiblich,33.0,Berlin
,,,,K0682,60.0,71186.0,115349.19,männlich,53.0,Hessen
,,,,K0578,54.0,55199.0,64942.31,männlich,59.0,Baden-Württemberg
,,,,K0796,39.0,61809.0,80843.31,männlich,44.0,Nordrhein-Westfalen
,,,,K0086,53.0,61613.0,99068.03,männlich,50.0,Brandenburg
,,,,K0243,64.0,71112.0,121577.09,männlich,55.0,Hamburg
,,,,K0699,31.0,44046.0,51186.35,männlich,31.0,Thüringen
,,,,K0839,69.0,72349.0,103823.85,männlich,61.0,Baden-Württemberg
,,,,K0160,35.0,55716.0,63069.62,männlich,25.0,Sachsen
,,,,K0525,43.0,53186.0,93969.09,männlich,43.0,Hamburg
,,,,K0036,68.0,79182.0,125939.52,männlich,48.0,Baden-Württemberg
,,,,K0541,38.0,59079.0,92587.82,männlich,56.0,Berlin
,,,,K0171,70.0,95326.0,133593.66,männlich,66.0,Baden-Württemberg
,,,,K0655,50.0,48277.0,88936.09,männlich,47.0,Nordrhein-Westfalen
,,,,K0749,50.0,78249.0,114846.09,männlich,55.0,Nordrhein-Westfalen
,,,,K1021,69.0,59013.0,125140.05,männlich,65.0,Bayern
,,,,K1009,69.0,77887.0,126098.91,weiblich,51.0,Hessen
,,,,K0485,61.0,94363.0,137974.71,männlich,50.0,Bayern
,,,,K0734,60.0,61431.0,105250.41,männlich,33.0,Bayern
,,,,K0900,34.0,46252.0,62891.18,weiblich,39.0,Berlin
,,,,K0096,57.0,60138.0,102300.93,männlich,35.0,Baden-Württemberg
,,,,K0564,48.0,57825.0,94299.04,männlich,31.0,Thüringen
,,,,K0241,38.0,35214.0,50205.8,männlich,32.0,Bayern
,,,,K0743,61.0,65648.0,100202.5,weiblich,51.0,Berlin
,,,,K0864,49.0,60621.0,81988.0,männlich,41.0,Hessen
,,,,K0575,32.0,61059.0,81549.78,weiblich,47.0,Nordrhein-Westfalen
,,,,K0691,59.0,60769.0,72785.83,männlich,53.0,Baden-Württemberg
,,,,K0461,37.0,60379.0,83542.5,weiblich,59.0,Thüringen
,,,,K0892,38.0,51844.0,60596.45,männlich,31.0,Sachsen
,,,,K0554,54.0,71830.0,113981.18,männlich,44.0,Bayern
,,,,K0858,55.0,75123.0,97596.04,männlich,55.0,Nordrhein-Westfalen
,,,,K1032,30.0,29432.0,61522.97,weiblich,28.0,Nordrhein-Westfalen
,,,,K0207,58.0,46940.0,78383.96,weiblich,36.0,Baden-Württemberg
,,,,K0393,45.0,52953.0,69536.92,männlich,36.0,Brandenburg
,,,,K0795,57.0,68942.0,96688.41,weiblich,51.0,Nordrhein-Westfalen
,,,,K0871,67.0,73602.0,124908.81,männlich,56.0,Nordrhein-Westfalen
,,,,K0398,32.0,58361.0,71055.84,weiblich,46.0,Nordrhein-Westfalen
,,,,K0767,51.0,71583.0,99159.39,weiblich,59.0,Baden-Württemberg
,,,,K1010,41.0,50856.0,87967.12,männlich,42.0,Nordrhein-Westfalen
,,,,K0218,70.0,73363.0,111223.31,weiblich,54.0,Hamburg
,,,,K0005,50.0,56621.0,92898.67,weiblich,40.0,Bayern
,,,,K0769,46.0,49781.0,73484.48,weiblich,48.0,Hessen
,,,,K0643,40.0,43259.0,58493.0,männlich,36.0,Niedersachsen
,,,,K0462,58.0,67418.0,95613.26,weiblich,65.0,Bayern
,,,,K0943,31.0,27160.0,40495.11,weiblich,26.0,Bayern
,,,,K0613,65.0,60902.0,114790.5,männlich,52.0,Niedersachsen
,,,,K0739,69.0,67799.0,99345.38,weiblich,55.0,Bayern
,,,,K0961,67.0,81679.0,124223.23,weiblich,57.0,Bayern
,,,,K0547,67.0,74189.0,118596.14,weiblich,44.0,Baden-Württemberg
,,,,K0987,60.0,70775.0,101574.15,weiblich,64.0,Baden-Württemberg
,,,,K0726,34.0,52759.0,77110.67,männlich,53.0,Niedersachsen
,,,,K1097,58.0,68451.0,114851.71,männlich,45.0,Nordrhein-Westfalen
,,,,K0684,68.0,84609.0,123507.33,männlich,54.0,Baden-Württemberg
,,,,K0099,37.0,48532.0,68786.85,weiblich,32.0,Hessen
,,,,K0805,49.0,69675.0,92342.53,männlich,51.0,Baden-Württemberg
,,,,K0728,35.0,24355.0,55167.61,männlich,32.0,Hessen
,,,,K0574,30.0,36552.0,51200.08,weiblich,21.0,Baden-Württemberg
,,,,K0407,34.0,44113.0,69211.99,männlich,34.0,Sachsen
,,,,K0503,65.0,68189.0,97143.57,weiblich,36.0,Nordrhein-Westfalen
,,,,K0048,64.0,77668.0,116246.65,weiblich,63.0,Baden-Württemberg
,,,,K0033,36.0,24397.0,32833.88,weiblich,38.0,Baden-Württemberg
,,,,K0930,37.0,44420.0,51519.02,männlich,26.0,Bayern
,,,,K0780,52.0,60063.0,109287.55,männlich,31.0,Niedersachsen
,,,,K0840,66.0,94518.0,119618.58,weiblich,62.0,Thüringen
,,,,K0201,40.0,55005.0,76273.78,männlich,47.0,Berlin
,,,,K0135,44.0,43460.0,71339.81,weiblich,45.0,Hessen
,,,,K0028,57.0,83306.0,112854.14,männlich,53.0,Sachsen
,,,,K0041,38.0,55278.0,95883.59,männlich,46.0,Baden-Württemberg
,,,,K1018,38.0,54775.0,75261.51,männlich,40.0,Hamburg
,,,,K0231,64.0,89881.0,120551.98,weiblich,55.0,Hessen
,,,,K0490,41.0,57422.0,75053.42,männlich,47.0,Nordrhein-Westfalen
,,,,K0773,37.0,30511.0,63585.76,weiblich,29.0,Niedersachsen
,,,,K0379,57.0,66962.0,103890.1,männlich,47.0,Sachsen
,,,,K0289,63.0,65128.0,111253.56,männlich,42.0,Berlin
,,,,K0419,66.0,80562.0,121433.27,männlich,48.0,Bayern
,,,,K0392,30.0,23168.0,38984.74,männlich,23.0,Thüringen
,,,,K0593,70.0,76112.0,107199.46,männlich,60.0,Sachsen
,,,,K0648,56.0,65663.0,107678.5,männlich,55.0,Hessen
,,,,K0521,52.0,77888.0,105968.69,männlich,59.0,Bayern
,,,,K0065,44.0,47332.0,84281.71,weiblich,36.0,Baden-Württemberg
,,,,K0015,32.0,43022.0,50811.55,männlich,36.0,Sachsen
,,,,K0493,54.0,65610.0,78467.12,männlich,59.0,Berlin
,,,,K0380,55.0,69487.0,93455.52,männlich,50.0,Thüringen
,,,,K0188,55.0,76066.0,112809.53,weiblich,52.0,Hamburg
,,,,K0764,56.0,76011.0,125585.18,männlich,63.0,Nordrhein-Westfalen
,,,,K0217,36.0,51478.0,90484.89,männlich,32.0,Bayern
,,,,K0792,44.0,52628.0,80768.14,weiblich,47.0,Bayern
,,,,K0879,39.0,50202.0,86793.36,männlich,30.0,Bayern
,,,,K0338,54.0,58380.0,89265.3,männlich,45.0,Hessen
,,,,K0720,39.0,57156.0,77986.08,männlich,39.0,Baden-Württemberg
,,,,K0296,48.0,51210.0,64363.81,männlich,29.0,Bayern
,,,,K1017,60.0,57664.0,95386.14,weiblich,51.0,Hessen
,,,,K0456,31.0,36628.0,58605.27,weiblich,33.0,Berlin
,,,,K0816,69.0,77676.0,126864.71,männlich,62.0,Nordrhein-Westfalen
,,,,K0270,33.0,38152.0,68310.6,weiblich,26.0,Baden-Württemberg
,,,,K0996,69.0,65252.0,105771.99,männlich,42.0,Berlin
,,,,K0202,45.0,49088.0,80749.79,weiblich,39.0,Niedersachsen
,,,,K0162,56.0,66685.0,110938.59,männlich,55.0,Hessen
,,,,K0730,42.0,22279.0,61502.53,männlich,20.0,Sachsen
,,,,K0402,66.0,85534.0,122017.62,männlich,59.0,Sachsen
,,,,K0703,63.0,81261.0,109555.23,männlich,48.0,Bayern
,,,,K0566,32.0,26878.0,50126.6,männlich,36.0,Bayern
,,,,K1022,70.0,84074.0,144045.32,männlich,57.0,Baden-Württemberg
,,,,K1026,30.0,52514.0,76020.69,männlich,27.0,Niedersachsen
,,,,K0206,45.0,54276.0,88859.4,männlich,43.0,Baden-Württemberg
,,,,K0035,38.0,48364.0,85707.42,männlich,35.0,Bayern
,,,,K0776,51.0,69957.0,102053.63,weiblich,51.0,Bayern
,,,,K0509,36.0,40554.0,68345.72,männlich,24.0,Baden-Württemberg
,,,,K1091,57.0,78835.0,112307.45,männlich,55.0,Baden-Württemberg
,,,,K0092,62.0,71666.0,107104.52,männlich,59.0,Thüringen
,,,,K0898,59.0,79283.0,105625.52,männlich,59.0,Berlin
,,,,K0565,68.0,61693.0,111218.49,weiblich,52.0,Nordrhein-Westfalen
,,,,K0777,43.0,57981.0,96036.67,weiblich,55.0,Niedersachsen
,,,,K0242,70.0,80732.0,116569.27,männlich,52.0,Baden-Württemberg
,,,,K0014,53.0,70398.0,102062.3,weiblich,48.0,Sachsen
,,,,K0316,32.0,53135.0,81152.36,männlich,53.0,Baden-Württemberg
,,,,K0601,40.0,53679.0,77410.61,männlich,41.0,Berlin-Charlottenburg
,,,,K0388,63.0,82564.0,124742.75,männlich,59.0,Bayern
,,,,K0167,44.0,47834.0,69642.73,männlich,44.0,Berlin
,,,,K0841,65.0,62961.0,106364.96,männlich,56.0,Baden-Württemberg
,,,,K0021,31.0,27501.0,39695.86,männlich,22.0,Hessen
,,,,K0647,51.0,61555.0,101804.21,weiblich,36.0,Hamburg
,,,,K0832,40.0,42128.0,78281.31,männlich,40.0,Niedersachsen
,,,,K0563,55.0,45218.0,69467.58,männlich,34.0,Berlin
,,,,K1078,48.0,43335.0,67948.2,männlich,27.0,Nordrhein-Westfalen
,,,,K0687,32.0,43583.0,75274.62,weiblich,37.0,Baden-Württemberg
,,,,K0958,56.0,42003.0,84471.99,weiblich,43.0,Hessen
,,,,K0190,35.0,41741.0,52271.78,weiblich,38.0,Hamburg
,,,,K0976,65.0,79589.0,117896.45,weiblich,57.0,Hessen
,,,,K0700,40.0,76423.0,101008.49,weiblich,51.0,Bayern
,,,,K0511,43.0,59012.0,91000.76,männlich,44.0,Baden-Württemberg
,,,,K1083,59.0,59013.0,92837.59,weiblich,46.0,Baden-Württemberg
,,,,K0475,65.0,58270.0,85983.74,männlich,38.0,Berlin
,,,,K0857,37.0,57504.0,78406.83,männlich,40.0,Berlin
,,,,K0748,48.0,59014.0,97451.48,männlich,48.0,Bayern
,,,,K0253,65.0,70212.0,102160.74,männlich,45.0,Hessen
,,,,K0022,50.0,49026.0,79076.93,weiblich,36.0,Berlin
,,,,K0460,55.0,61750.0,93666.44,männlich,52.0,Nordrhein-Westfalen
,,,,K0277,32.0,34846.0,48990.25,weiblich,25.0,Baden-Württemberg
,,,,K0956,59.0,68568.0,95476.41,weiblich,41.0,Baden-Württemberg
,,,,K0386,30.0,62318.0,93943.58,männlich,50.0,Hessen
,,,,K0806,54.0,84027.0,117270.4,männlich,58.0,Niedersachsen
,,,,K0344,30.0,29264.0,54886.03,männlich,21.0,Berlin
,,,,K0770,55.0,71467.0,89954.18,männlich,59.0,Hessen
,,,,K0131,59.0,68825.0,83303.72,weiblich,60.0,Brandenburg
,,,,K0872,66.0,58457.0,79415.76,männlich,35.0,Bayern
,,,,K0088,46.0,46384.0,82034.0,männlich,37.0,Sachsen
,,,,K0331,69.0,96516.0,142208.17,männlich,64.0,Baden-Württemberg
,,,,K0467,70.0,69581.0,103751.58,männlich,51.0,Thüringen
,,,,K0122,38.0,48301.0,64230.98,männlich,33.0,Niedersachsen
,,,,K1045,67.0,63547.0,103123.57,männlich,41.0,Berlin
,,,,K1096,37.0,32686.0,49215.87,männlich,36.0,Baden-Württemberg
,,,,K0861,55.0,71240.0,106132.59,männlich,49.0,Bayern
